"ID"  "date_added"  "date_ended"  "site"  "value"  "discount"  "sold"  "MerchantID"  "category"
"6929"  72286  2011-04-16  2011-04-18  "Groupon"  120  59  81  43175  "Pilates"
"6930"  44985  2011-02-18  2011-02-21  "LivingSocial"  150  67  191  29362  "Vision and Eye Care"
"6931"  90227  2011-05-13  2011-05-16  "LivingSocial"  50  50  382  27581  "Restaurants"
"6932"  478632  2011-09-04  2011-09-06  "Eversave"  50  50  68  770805  "Concerts"
"6933"  14767251  2013-01-12  2013-01-19  "LivingSocial"  75  60  318  11868  "Spa"
"6934"  961840  2011-10-10  2011-10-14  "Groupon"  349  71  40  8396  "Skin Care"
"6935"  1444160  2011-11-03  2011-11-08  "Groupon"  275  48  36  162872  "Hair Salons"
"6936"  1829637  2011-11-27  2011-11-30  "Groupon"  115  50  72  20860  "Facials"
"6937"  7351150  2012-03-20  2012-03-25  "Groupon"  300  75  40  123729  "Vision and Eye Care"
"6938"  8228337  2012-04-16  2012-04-20  "Groupon"  195  46  40  17648  "Nail Care"
"6939"  8346524  2012-04-26  2012-04-30  "Groupon"  199  50  40  217749  "Life Skills Classes"
"6940"  9189298  2012-06-06  2012-06-11  "Groupon"  255  61  40  16490  "Spa"
"6941"  9572537  2012-06-26  2012-07-01  "Groupon"  499  80  40  126775  "Photography"
"6942"  10627427  2012-08-08  2012-08-15  "Groupon"  262  62  40  61789  "Home Services"
"6943"  10985616  2012-08-28  2012-09-02  "Groupon"  210  50  40  537802  "Massage"
"6944"  11954064  2012-10-17  2012-10-23  "Groupon"  177  45  40  467055  "Tours"
"6945"  12246897  2012-10-23  2012-10-29  "Groupon"  30  50  220  31166  "Restaurants"
"6946"  12570056  2012-11-08  2012-11-12  "Groupon"  73  40  90  593281  "Shows"
"6947"  12570057  2012-11-08  2012-11-12  "Groupon"  73  40  90  593281  "Shows"
"6948"  12570065  2012-11-08  2012-11-12  "Groupon"  73  40  90  593281  "Shows"
"6949"  14575692  2013-01-07  2013-01-11  "Groupon"  45  52  180  648367  "Concerts"
"6950"  18241444  2013-02-15  2013-02-23  "Groupon"  549  82  40  6321  "Outdoor Adventures"
"6951"  18506770  2013-03-05  2013-03-11  "Groupon"  220  55  40  33072  "Massage"
"6952"  19063782  2013-04-17  2013-04-23  "Groupon"  300  61  40  56326  "Outdoor Adventures"
"6953"  19174278  2013-04-29  2013-05-05  "Groupon"  200  51  40  16490  "Spa"
"6954"  20049792  2013-05-03  2013-05-22  "Groupon"  335  80  40  3408  "Gym"
"6955"  20049800  2013-05-03  2013-05-22  "Groupon"  335  80  40  3408  "Gym"
"6956"  3374287  2012-01-23  2012-01-26  "AmazonLocal"  16  50  308  259505  "Restaurants"
"6957"  12820761  2012-11-20  2012-11-24  "Eversave"  30  50  113  8682  "Nail Care"
"6958"  7428496  2012-03-28  2012-04-06  "Travelzoo Local Deals"  48.25  40  309  420323  "Restaurants"
"6959"  15092346  2013-01-22  2013-01-29  "AmazonLocal"  10  50  492  63350  "Shows"
"6960"  13206439  2012-11-30  2012-12-04  "Eversave"  125  63  36  623756  "Home Services"
"6961"  18641252  2013-03-14  2013-03-21  "AmazonLocal"  89  57  63  33632  "Vision and Eye Care"
"6962"  10360864  2012-08-02  2012-08-05  "LivingSocial"  95  51  202  473296  "Automotive"
"6963"  20044194  2013-05-22  2013-06-05  "LivingSocial"  130  50  146  9176  "Shows"
"6964"  9047360  2012-06-01  2012-06-04  "LivingSocial"  55  51  351  57407  "Photography"
"6965"  2127777  2011-12-20  2011-12-22  "AmazonLocal"  75  66  98  230708  "Yoga"
"6966"  1444642  2011-11-08  2011-11-11  "LivingSocial"  75  51  256  197210  "Massage"
"6967"  10676567  2012-08-17  2012-08-26  "Travelzoo Local Deals"  44  50  405  8395  "Tours"
"6968"  9241213  2012-06-08  2012-06-11  "AmazonLocal"  30  50  163  7106  "Restaurants"
"6969"  2589513  2012-01-03  2012-01-06  "AmazonLocal"  309  84  52  5134  "Dental"
"6970"  8997245  2012-05-29  2012-06-01  "AmazonLocal"  95  50  52  473296  "Automotive"
"6971"  853468  2011-09-30  2011-10-03  "LivingSocial"  300  50  63  17615  "Outdoor Adventures"
"6972"  1932580  2011-12-10  2011-12-13  "LivingSocial"  50  50  378  177849  "Restaurants"
"6973"  8828489  2012-05-17  2012-05-20  "LivingSocial"  60  50  315  37971  "Massage"
"6974"  11222971  2012-09-13  2012-09-20  "LivingSocial"  210  50  90  186532  "Automotive"
"6975"  15093153  2013-01-22  2013-01-29  "LivingSocial"  37  51  525  179467  "Shows"
"6976"  72620  2011-04-17  2011-04-20  "Groupon"  100  60  98  43284  "Life Skills Classes"
"6977"  3201624  2012-01-15  2012-01-19  "Groupon"  59  52  140  254966  "Restaurants"
"6978"  4722316  2012-02-27  2012-03-02  "Groupon"  476  89  80  164123  "Teeth Whitening"
"6979"  7235674  2012-03-20  2012-03-25  "Groupon"  200  75  80  123729  "Vision and Eye Care"
"6980"  9136318  2012-05-26  2012-05-31  "Groupon"  240  79  80  30223  "Gym"
"6981"  9700349  2012-07-04  2012-07-09  "Groupon"  255  61  40  16490  "Spa"
"6982"  10648350  2012-08-11  2012-08-16  "Groupon"  150  44  80  527372  "Spa"
"6983"  11299163  2012-09-17  2012-09-22  "Groupon"  169  71  80  34950  "Teeth Whitening"
"6984"  19848303  2013-05-01  2013-05-07  "Groupon"  99.94  50  80  54130  "Restaurants"
"6985"  101420  2011-05-31  2011-06-02  "Eversave"  40  50  84  34174  "Restaurants"
"6986"  281135  2011-08-18  2011-08-20  "Eversave"  20  50  168  52377  "Restaurants"
"6987"  746204  2011-09-19  2011-09-23  "Groupon"  150  70  87  20867  "Yoga"
"6988"  3380289  2012-01-23  2012-01-31  "Travelzoo Local Deals"  104.67  53  181  7822  "Outdoor Adventures"
"6989"  18973914  2013-04-10  2013-04-15  "Eversave"  100  61  43  555079  "Massage"
"6990"  8828738  2012-05-17  2012-05-24  "LivingSocial"  150  60  157  414967  "Facials"
"6991"  4083581  2012-02-23  2012-02-25  "Eversave"  10  50  335  287427  "Restaurants"
"6992"  14966326  2013-01-18  2013-01-25  "LivingSocial"  385  87  192  194215  "Gym"
"6993"  19986149  2013-05-17  2013-05-20  "Rush49"  40  50  500  783603  "Outdoor Adventures"
"6994"  16030654  2013-01-28  2013-02-04  "LivingSocial"  325  70  95  107184  "Spa"
"6995"  3292838  2012-01-19  2012-01-23  "DealFind"  650  84  20  13934  "Skin Care"
"6996"  928660  2011-10-06  2011-10-08  "LivingSocial"  80  50  235  170597  "Massage"
"6997"  14766906  2013-01-12  2013-01-19  "AmazonLocal"  75  60  81  11868  "Facials"
"6998"  18991811  2013-04-12  2013-04-19  "AmazonLocal"  225  80  54  45659  "Vision and Eye Care"
"6999"  12212  2010-10-11  2010-10-12  "Groupon"  40  50  195  10792  "Men's Clothing"
"7000"  55519  2011-03-18  2011-03-21  "Groupon"  36  58  260  35213  "Sports Tickets"
"7001"  92096  2011-05-17  2011-05-19  "Groupon"  78  50  100  53077  "Waxing"
"7002"  2154841  2011-12-17  2011-12-21  "Groupon"  60  50  130  228247  "Men's Clothing"
"7003"  2079024  2011-12-18  2011-12-22  "Groupon"  80  51  100  148756  "Hair Salons"
"7004"  3395397  2012-01-24  2012-01-28  "Groupon"  65  53  130  260012  "Groceries"
"7005"  8428345  2012-04-24  2012-04-30  "Groupon"  30  50  260  428434  "Restaurants"
"7006"  8367805  2012-04-27  2012-05-02  "Groupon"  200  80  100  191990  "Vision and Eye Care"
"7007"  9146276  2012-05-30  2012-06-03  "Groupon"  81  51  100  265170  "Dessert"
"7008"  9146308  2012-05-29  2012-06-03  "Groupon"  130  50  60  17880  "Life Skills Classes"
"7009"  9763719  2012-07-06  2012-07-12  "Groupon"  22  54  390  249035  "Outdoor Adventures"
"7010"  9996273  2012-07-17  2012-07-23  "Groupon"  130  50  60  6988  "Outdoor Adventures"
"7011"  10233404  2012-07-22  2012-07-27  "Groupon"  70  51  130  513351  "Restaurants"
"7012"  10742416  2012-08-16  2012-08-21  "Groupon"  88  63  130  30134  "Comedy Clubs"
"7013"  10985626  2012-08-28  2012-09-02  "Groupon"  140  50  60  197652  "Waxing"
"7014"  11196684  2012-09-12  2012-09-17  "Groupon"  289  77  60  114629  "Gym"
"7015"  11299213  2012-09-17  2012-09-22  "Groupon"  60  50  130  75693  "Facials"
"7016"  12207754  2012-10-21  2012-10-27  "Groupon"  25  40  260  13222  "Restaurants"
"7017"  12660365  2012-11-10  2012-11-15  "Groupon"  30  50  260  33674  "Restaurants"
"7018"  13402434  2012-11-30  2012-12-06  "Groupon"  30  50  260  38078  "Restaurants"
"7019"  15141717  2013-01-17  2013-01-23  "Groupon"  150  61  60  102074  "Hair Salons"
"7020"  18193812  2013-02-14  2013-02-20  "Groupon"  138  51  60  731126  "Restaurants"
"7021"  18434106  2013-02-22  2013-02-28  "Groupon"  60  50  130  198809  "Restaurants"
"7022"  18865432  2013-03-23  2013-03-30  "Groupon"  60  50  130  34068  "Restaurants"
"7023"  18990700  2013-04-12  2013-04-18  "Groupon"  110  65  100  14499  "Yoga"
"7024"  20048718  2013-04-26  2013-05-22  "Groupon"  100  66  100  115037  "Hair Salons"
"7025"  9277557  2012-06-11  2012-06-14  "HomeRun"  150  54  8  741129  "Tours"
"7026"  6540501  2012-03-06  2012-03-09  "LivingSocial"  70  50  268  378612  "Massage"
"7027"  9466625  2012-06-21  2012-06-24  "AmazonLocal"  140  82  97  85383  "Dance Classes"
"7028"  20200631  2013-06-01  2013-06-15  "AmazonLocal"  50  50  97  765406  "Outdoor Adventures"
"7029"  4769050  2012-02-29  2012-03-07  "LivingSocial"  50  50  375  237986  "Restaurants"
"7030"  7890937  2012-04-01  2012-04-06  "Groupon"  900  50  10  9887  "Skin Care"
"7031"  14618300  2013-01-08  2013-01-08  "Groupon"  1500  78  10  24980  "Spa"
"7032"  2178853  2011-12-22  2011-12-25  "LivingSocial"  108  73  323  14873  "Fitness Classes"
"7033"  757590  2011-09-20  2011-09-24  "DealFind"  119  76  68  9664  "Home Services"
"7034"  76327  2011-04-21  2011-04-23  "HomeRun"  81  64  19  14873  "Gym"
"7035"  1377155  2011-10-27  2011-11-04  "Groupon"  525  67  23  15598  "Skin Care"
"7036"  15673  2010-11-02  2010-11-03  "LivingSocial"  30  50  624  12926  "Bars/Lounges"
"7037"  3803769  2012-02-10  2012-02-13  "LivingSocial"  90  50  208  270736  "Massage"
"7038"  1174726  2011-10-24  2011-10-25  "AmazonLocal"  20  50  242  99953  "Restaurants"
"7039"  1245338  2011-10-05  2011-10-09  "Groupon"  270  50  37  169405  "Facials"
"7040"  6720055  2012-03-07  2012-03-10  "AmazonLocal"  242  75  41  312902  "Teeth Whitening"
"7041"  1550441  2011-11-14  2011-11-16  "Eversave"  90  50  37  37375  "Skin Care"
"7042"  18229025  2013-02-22  2013-03-01  "AmazonLocal"  200  81  62  32422  "Vision and Eye Care"
"7043"  23088  2010-12-07  2010-12-08  "LivingSocial"  50  50  374  8077  "Restaurants"
"7044"  20229781  2013-06-03  2013-06-10  "LivingSocial"  375  50  50  469053  "Hair Salons"
"7045"  9597301  2012-06-27  2012-06-30  "HomeRun"  50  50  22  492750  "Sports Tickets"
"7046"  93333  2011-05-18  2011-05-19  "LivingSocial"  220  60  105  53642  "Home Services"
"7047"  7060065  2012-03-12  2012-03-15  "LivingSocial"  30  50  622  405685  "Restaurants"
"7048"  222703  2011-08-03  2011-08-05  "Eversave"  40  50  83  42351  "Automotive"
"7049"  68970  2011-04-12  2011-04-14  "Groupon"  100  51  79  41851  "Kids"
"7050"  7237929  2012-03-20  2012-03-23  "LivingSocial"  100  61  239  15435  "Photography"
"7051"  8587800  2012-05-03  2012-05-07  "Groupon"  500  77  30  451992  "Teeth Whitening"
"7052"  8842087  2012-05-18  2012-05-23  "Groupon"  500  74  30  8247  "Skin Care"
"7053"  12612043  2012-11-07  2012-11-13  "Groupon"  300  51  30  598536  "Facials"
"7054"  14305825  2012-12-30  2012-12-30  "Groupon"  375  61  30  15031  "Spa"
"7055"  15672730  2013-01-27  2013-02-03  "Groupon"  599  79  30  164123  "Dental"
"7056"  17307275  2013-02-03  2013-02-03  "Groupon"  550  64  30  40826  "Makeup"
"7057"  36834  2011-01-26  2011-01-27  "LivingSocial"  90  50  207  24615  "Personal Trainer"
"7058"  249110  2011-08-10  2011-08-11  "DealFind"  148.75  76  56  53279  "Automotive"
"7059"  20184345  2013-05-31  2013-06-07  "AmazonLocal"  61  53  83  72223  "Fitness Classes"
"7060"  954789  2011-10-09  2011-10-13  "Groupon"  143  51  56  172240  "Spa"
"7061"  2062598  2011-12-13  2011-12-17  "Groupon"  180  51  56  224289  "Spa"
"7062"  11488638  2012-09-26  2012-09-29  "LivingSocial"  150  50  124  19689  "Life Skills Classes"
"7063"  14484078  2013-01-04  2013-01-11  "LivingSocial"  300  50  62  439083  "Hair Salons"
"7064"  18455857  2013-03-01  2013-03-08  "LivingSocial"  24  50  775  10332  "Fitness Classes"
"7065"  2271601  2011-12-18  2011-12-23  "Groupon"  300  75  39  228816  "Vision and Eye Care"
"7066"  12660299  2012-11-09  2012-11-15  "Groupon"  1500  75  9  194039  "Waxing"
"7067"  13449168  2012-12-07  2012-12-14  "LivingSocial"  325  60  72  141989  "Hair Salons"
"7068"  18878382  2013-03-31  2013-04-07  "LivingSocial"  350  50  53  7261  "Hair Salons"
"7069"  78142  2011-04-25  2011-04-27  "Groupon"  140  60  70  28712  "Hair Salons"
"7070"  114339  2011-06-13  2011-06-14  "Groupon"  71  51  110  641221  "Shows"
"7071"  1394400  2011-10-31  2011-11-05  "Groupon"  220  84  110  8321  "Fitness Classes"
"7072"  1465612  2011-11-05  2011-11-09  "Groupon"  80  50  110  86155  "Restaurants"
"7073"  1462423  2011-11-09  2011-11-14  "Groupon"  140  75  110  173164  "Yoga"
"7074"  4054219  2012-02-16  2012-02-21  "Groupon"  140  57  70  281028  "Outdoor Adventures"
"7075"  7915248  2012-04-03  2012-04-07  "Groupon"  80  50  110  426780  "Restaurants"
"7076"  8158942  2012-04-13  2012-04-17  "Groupon"  121  52  70  126745  "Restaurants"
"7077"  8198423  2012-04-19  2012-04-24  "Groupon"  110  50  70  165871  "Outdoor Adventures"
"7078"  8737602  2012-05-08  2012-05-13  "Groupon"  80  50  110  255281  "Restaurants"
"7079"  10553812  2012-08-06  2012-08-11  "Groupon"  70  51  110  523473  "Life Skills Classes"
"7080"  10586232  2012-08-07  2012-08-13  "Groupon"  70  50  110  6739  "Restaurants"
"7081"  10784991  2012-08-23  2012-08-28  "Groupon"  70  50  110  510652  "Massage"
"7082"  11954065  2012-10-17  2012-10-23  "Groupon"  75  54  110  160109  "Massage"
"7083"  12662222  2012-11-15  2012-11-22  "Groupon"  70  50  110  43951  "Women's Clothing"
"7084"  18477745  2013-02-25  2013-03-03  "Groupon"  140  59  70  737234  "Golf"
"7085"  18655712  2013-03-09  2013-03-15  "Groupon"  76  50  110  43130  "Museums"
"7086"  19022604  2013-04-17  2013-04-23  "Groupon"  65  47  110  518995  "Nail Care"
"7087"  20060506  2013-05-16  2013-05-23  "Groupon"  110  44  70  17400  "Massage"
"7088"  9128  2010-09-02  2010-09-03  "LivingSocial"  130  85  487  3757  "Pilates"
"7089"  443251  2011-08-31  2011-09-01  "LivingSocial"  20  50  925  51756  "Dessert"
"7090"  118654  2011-06-16  2011-06-19  "Groupon"  25  52  320  27056  "Restaurants"
"7091"  10670735  2012-08-17  2012-08-22  "Groupon"  25  52  320  5984  "Restaurants"
"7092"  18255102  2013-02-18  2013-02-24  "Groupon"  90  52  80  733243  "Restaurants"
"7093"  9972282  2012-07-16  2012-07-19  "AmazonLocal"  20  50  239  405639  "Restaurants"
"7094"  660136  2011-09-09  2011-09-15  "Groupon"  85  55  101  43126  "Outdoor Adventures"
"7095"  50991  2011-03-07  2011-03-08  "LivingSocial"  70  50  264  32580  "Women's Clothing"
"7096"  52803  2011-03-11  2011-03-18  "Travelzoo Local Deals"  83  53  223  230776  "Nail Care"
"7097"  11714920  2012-10-06  2012-10-09  "LivingSocial"  36  50  513  564237  "Outdoor Adventures"
"7098"  133824  2011-06-29  2011-07-07  "Travelzoo Local Deals"  130  65  193  27561  "Travel"
"7099"  6051355  2012-03-05  2012-03-08  "AmazonLocal"  100  55  53  36634  "Home Services"
"7100"  9312751  2012-06-13  2012-06-16  "LivingSocial"  190  50  97  17880  "Life Skills Classes"
"7101"  1250338  2011-10-21  2011-10-26  "Groupon"  155  56  51  7227  "Massage"
"7102"  13551286  2012-12-10  2012-12-17  "AmazonLocal"  40  50  119  5425  "Museums"
"7103"  12615755  2012-11-13  2012-11-20  "LivingSocial"  100  50  184  538484  "Shows"
"7104"  13998797  2012-12-21  2012-12-28  "AmazonLocal"  80  52  61  7227  "Massage"
"7105"  1250223  2011-10-22  2011-10-27  "Groupon"  48  50  191  8858  "Museums"
"7106"  3116241  2012-01-11  2012-01-14  "AmazonLocal"  250  50  19  54114  "Photography"
"7107"  141015  2011-07-07  2011-07-09  "Eversave"  30  50  109  78486  "Restaurants"
"7108"  9844375  2012-07-11  2012-07-14  "HomeRun"  120  55  10  415719  "Massage"
"7109"  17910409  2013-02-07  2013-02-17  "Travelzoo Local Deals"  35  52  508  553515  "Life Skills Classes"
"7110"  7978141  2012-04-10  2012-04-13  "AmazonLocal"  60  50  79  400998  "Hair Salons"
"7111"  11899310  2012-10-15  2012-10-18  "AmazonLocal"  30  50  158  14405  "Restaurants"
"7112"  8762843  2012-05-14  2012-05-17  "HomeRun"  100  51  11  53887  "Golf"
"7113"  288763  2011-08-19  2011-08-22  "LivingSocial"  50  56  416  122721  "Nail Care"
"7114"  1434  2010-03-15  2010-03-17  "Groupon"  50  60  190  4167  "Groceries"
"7115"  74147  2011-04-19  2011-04-21  "Groupon"  100  50  76  43954  "Facials"
"7116"  212185  2011-07-31  2011-08-02  "Groupon"  49  61  200  101488  "Fitness Classes"
"7117"  3529352  2012-01-30  2012-02-03  "Groupon"  40  50  190  263514  "Nail Care"
"7118"  3632220  2012-02-03  2012-02-07  "Groupon"  40  50  190  36267  "Bars/Lounges"
"7119"  9120810  2012-05-22  2012-05-26  "Groupon"  330  59  40  191985  "Massage"
"7120"  10025342  2012-07-18  2012-07-25  "Groupon"  190  50  40  16276  "Outdoor Adventures"
"7121"  12183154  2012-10-19  2012-10-26  "Groupon"  190  50  40  568136  "Hair Salons"
"7122"  12208456  2012-10-27  2012-11-01  "Groupon"  40  50  190  48936  "Restaurants"
"7123"  3559757  2012-01-31  2012-02-03  "LivingSocial"  30  50  610  198087  "Restaurants"
"7124"  18695580  2013-03-18  2013-03-25  "LivingSocial"  35  51  538  14402  "Spa"
"7125"  1246631  2011-10-10  2011-10-15  "Groupon"  169  77  55  267137  "Home Services"
"7126"  14621420  2013-01-08  2013-01-15  "AmazonLocal"  309  56  17  649411  "Life Skills Classes"
"7127"  65256  2011-04-05  2011-04-07  "Groupon"  25  52  316  39892  "Restaurants"
"7128"  14305809  2012-12-22  2012-12-30  "Groupon"  2400  72  10  472253  "Waxing"
"7129"  16813693  2013-01-24  2013-02-01  "Groupon"  3594  90  10  8247  "Waxing"
"7130"  2037026  2011-12-16  2011-12-19  "Eversave"  80  63  56  124425  "Massage"
"7131"  17656760  2013-02-04  2013-02-18  "CBS Local"  50  50  62  725258  "Restaurants"
"7132"  3245298  2012-01-17  2012-01-20  "LivingSocial"  40  50  456  11861  "Restaurants"
"7133"  19958641  2013-05-15  2013-05-29  "AmazonLocal"  525  51  9  17405  "Life Skills Classes"
"7134"  3532321  2012-01-30  2012-01-31  "DealFind"  150  86  96  61834  "Yoga"
"7135"  201809  2011-07-28  2011-07-29  "DealFind"  52  63  101  24981  "Nail Care"
"7136"  2121978  2011-12-20  2011-12-28  "Travelzoo Local Deals"  28  57  715  43126  "Outdoor Adventures"
"7137"  13718960  2012-12-14  2012-12-21  "LivingSocial"  60  52  314  494538  "Dance Classes"
"7138"  1905298  2011-11-21  2011-11-21  "Groupon"  510  50  19  211504  "Massage"
"7139"  124965  2011-06-22  2011-06-25  "Groupon"  160  44  42  56119  "Kids"
"7140"  2001628  2011-12-11  2011-12-15  "Groupon"  100  55  84  6117  "Golf"
"7141"  8698746  2012-05-11  2012-05-16  "Groupon"  55  50  140  458602  "Waxing"
"7142"  12510249  2012-11-09  2012-11-15  "Groupon"  750  75  20  194039  "Waxing"
"7143"  14058996  2012-12-23  2012-12-23  "Groupon"  280  50  30  226310  "Outdoor Adventures"
"7144"  212085  2011-07-31  2011-08-02  "Eversave"  300  55  12  101447  "Hair Salons"
"7145"  3939074  2012-02-15  2012-02-20  "Eversave"  10  50  324  92323  "Restaurants"
